,text,obscene,threat,insult,hate,toxic,offensive,neither,approval
11,"You could try that, but it won't work.  You're not smart enough to figure out how to make a block stick.  Moron.  70.49.242.107",0.0,0.0,0.0,0.0,1.0,0.0,0,0.0
12,"""""""Nazi filth"""" is impolite  04:27, 20 Jan 2004 (UTC)

""",0.0,0.0,1.0,0.0,1.0,0.0,0,0.0
13,"Also, please see the discussion at Talk:Ahmad ibn Ibrihim al-Ghazi#Somali clan?. Thanks,   (talk)",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
14,I made clear Trabzon as Turkish name of the city. Because the city not located in Greece,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
15,I hate you Zad68 unblock me you stupid motherfucker,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0
16,"Really good contributor? Bullshit. The cabal disagrees, and they are in control.  (talk - )",1.0,0.0,0.0,0.0,1.0,0.0,0,0.0
17,"I'd need to put a bit of thought, and get some consensus, as to how best to start working on the article again. I'd be very tempted to revert to the last version I edited, in 2008. Since then User:Amideg (Ami = Anne Marie de Grazia) has taken out a lot of the stuff that attests to notability and put in a lot of useless fancruft. But there might have also been some useful edits in the meantime, so it all needs unpacking. If I'm not simply adding to the article right now, that's why, plus I don't want to spend time on it again if it's for the chop.",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
18,"User:Ldsnh2 

Question: do you know if this is anywhere near typical for this editor?  I'm considering listing it for MFD as an attack page (one's clearly you, I don't know nor care who the other two men are).",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
19,REDIRECT Talk:Evolve (Mario album),0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
20,Thanks a lot asshole! You got me blocked you fucking asshole!!!,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0
21,"Stop Vandalizing Wikipedia! 

Don't vandalize, jerk. Your messing up the articles with nonsense. Please stop or be blocked!",0.0,0.0,0.0,0.0,1.0,0.0,0,0.0
22,Isn't it also played on the reactor deck in SS1?,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
23,so much for the barnstar. I really appreciate getting the recognitionit was a lot of work!,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
24,Would you believe it.. This frenchie threatens to ban me because I talk badly upon Foie Gras. I already said once that this page is protected by lobbyists. That includes frog eaters.,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0
25,""" 2007 (UTC)

 TedFrank, your response here is insufficient in light of the history of objections to your deletions of others' work, and in light of the sincerity and length of the editor asking the question. You have a history of taking unilateral actions without discussion or consensus and then giving impoverished responses as you """"reason."""" See similar expressions of concern from other editors above and below this post. Please stop. This is a warning.  04:29, 28 July""",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
26,"Changes to page

Hi Kevin, just wondering why you made the changes to the Herbal Magic page. Are you a volunteer? Wondering if you could state it on the talk page. Thanks!",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
27,"ATTENTION JD WOLF, Too much fanfare? Bull_Sh!!!!!!!!!!
http://brainimmune.com/andor-szentivanyi-and-the-beta-adrenergic-theory-of-allergy-and-asthma/",0.0,0.0,0.0,0.0,1.0,0.0,0,0.0
28,"fuck you 

fuck you deletionist.",1.0,0.0,1.0,0.0,1.0,0.0,0,0.0
29,"I agree with Blueboar's idea, but you have to ask yourself...which is more important for you in editing the article and presenting the information...highlighting the NRHP/NYCL designations, or highlighting the information about the church? Once you determine which effort is priority, then that can help determine the appropriate infobox.  But if someone acts on Blueboar's idea, run with it.",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
30,"It's Arabic because it's the name of a predominantly Arabic speaking town. In the same way that Manhattan is called by and begins with the English-speaking version, and only lower down explains about the origins of the name. As this article points out, Bethlehem has a complex origin, and the origins of the name are probably Caananite.",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
31,"""

 Dylan Edwards 

Hi Phil. On the 16 February 2010 you deleted the page """"Dylan Edwards"""" ‎ citing (A7: No indication that the article may meet guidelines for inclusion) as the reason. Well, since the release of the BBC 2 comedy 'Shelf Stackers' which saw Dylan in the lead role as 'Fitzy' (http://www.bbc.co.uk/programmes/b00vj45n#synopsis), Dylan's acting Career has grown more and more and there is now an increasing fan base who are combing the net for information on him.  He has recently filmed episodes for season 2 of E4's Bafta winning series 'Misfits' and for Channel 4's multi award winning comedy 'Peep Show'. He also made a recent appearance on the live BBC chat show - 5:19 show (http://www.bbc.co.uk/switch/videos/6e4fcef.shtml). There is more in the pipeline - including the lead role in a new TV series called 'Goths' written by Jack Thorne and  directed by Jeremy Webb. For more information check out his agents website - http://unitedagents.co.uk/dylan-edwards. Many Thanks""",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
32,"It just means that no one noticed it in order to delete it. You can apply for its deletion here, here, or here. |Parlez ici",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
33,"wikipedian policy

I see now how Wikipedia is. If someone breaks the rules its ok as long as they kiss ass. This is bullshit. He started this stupid shit and was persistent until he got me banned. This is so fucking gay all Ive done is try to help Wikipedia but thanks to this stupid shit Im banned. WTF? See I refuse to kiss ass because nobody on here is better than me. As a matter of fact Im better than everyone else on here.",1.0,0.0,1.0,0.0,1.0,0.0,0,0.0
34,"Who cares, Fuck nbc universal, its a funny commentary",1.0,0.0,0.0,0.0,1.0,0.0,0,0.0
35,TheFarix is a crazy person who like to dominate everything and everybody.,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0
36,"Note to Self 

http://news.yahoo.com/full-circle-chlorine-now-chemical-weapon-choice-syria-093039236.html",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
37,"eat a dick is an apt insult not an attack a ddos would be an attack, knifing the bitch would be an attack telling her to eat a dick is what she deserves if she is gonna go around harrasing people...",1.0,0.0,1.0,0.0,1.0,0.0,0,0.0
38,"""
""""Piece of trash"""" is inappropriate?   """,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0
39,", 2011
 | publisher =Prepared by the US Department of Energy
 | url =http://www.pnnl.gov/main/publications/external/technical_reports/PNNL-20279.pdf",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
40,"david: oh wow, rob a bank, and why would we jack a car if i already have a truck, that seems kinda pointless now doesnt it?  hahahahahahaha church? that stinks",0.0,0.0,0.0,0.0,1.0,0.0,0,0.0
41,"Spellcast Countercasted 

As I told Spellcast: this flame war is between you, Beef, and William Shatner. By the way you will notice my IP address is that of a public cyber cafe, therefore BEEFCAKE!",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
42,"That's fine for a Norman, but not for a Pict descendant. YDNA does NOT change, other than str mutations in the number of repeats. As further evidence, there is now an established DNA link between Davidson, Shaw, Smith and Mac Kay members. The Comyns were ENEMIES of Clan Chattan, Robert de Bruce KILLED a Comyn, and Clan Chattan FULLY supported Robert de Bruce. Please use your heads and stop with the Norman/Comyn crap for my Clan, it's slanderous and just stupid to persist in posting blatantly false information regardless of it having a source. There is NOTHING proving any validity of that source but much more information that does prove our Celtic/Pictish origin. Stop being pigheaded and go mess with some other clans if that is how you get your enjoyment.",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
43,You are an administrator but not a monarch and also i don't know what kind of relationships you have with sitush or Joshua Jonathan or their group of rogues by following their words.,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0
44,"I'm not trying to spread propaganda. I'm merely pointing out the Truth and defending my country. I am not committing treason. Foreigners, let alone foreign broadcasting companies, know crap about China. They have little understanding of the country or the Communists. The Hong Kong news agencies are now all diseased by Communism. They cant report independently anymore. They all toady to the Hu Jian-tao in Peking. The Republic of China continues to exist! Face it!",1.0,0.0,1.0,0.0,0.0,0.0,0,0.0
45,"I refer to people's constantly taking the words of Jimbo as policy, the idea of removing any userbox with a political point of view is his point of view.  That's at the core of this problem, you did not notice that an admin skipped over the tfd process and speedied something when there is no rule explicitly against having an opinion in a userbox?  Rather, there is Jimbo saying there shouldn't be any.  I completely understand that he started this, but he is not owner of it, a foundation was set up, perhaps you've heard of it - the Wikimedia Foundation.  I didn't say you had that same point of view, I'm saying that I was just telling the people who do to fuck off.  I made no attack on any editor, that you perceive it as such is truly sad, but such is life.  Perhaps with time you will learn the intricacies of the language.  If one does not want personal pages on a site, one should avail oneself to modify the source code in order to remove them from the site rather than complain that they're being used.  People who overstep the proper bound of their position should die, that I have encountered multiple administrators so far doing so does lead to the desire to fuck off, but I'm not done here.",1.0,0.0,0.0,0.0,0.0,0.0,0,0.0
46,"Gays are disgusting

It's just my opinion but gays are disgusting.",0.0,0.0,1.0,1.0,1.0,0.0,0,0.0
47,"""Ok, maybe I'll ask you again. WHO THE HELL ARE YOU AND WHAT DO YOU WANT FROM ME?

And you seem like a shameless (or just very strange) person.

Criticising my language skills while you right like shit, editing my obviously-more-knowledgeable-than-you contributions, while just lowering the articles quality, and then even call me """"ignorant"""" but make some fantasy story to yourself about me """"personal attacking"""" you when your just being replied to.

But I've already seen some article that concluded that the Wikipedia editors are shown to some very arrogant and antisocial people, so I probably shouldn't be surprised about your strange actions and understanding of what's happening.   

""",0.0,0.0,0.0,0.0,1.0,0.0,0,0.0
48,"Debi Mae West
Your change, which was an unsourced assertion, as far as I can tell, was also in an incorrect format.  Your changes have been reverted.  Regards,",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
49,"Prague Spring 

I think that Prague Spring deserves more than two sentences in this article.",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
50,"FFS 

You sad little cock muncher.",1.0,0.0,1.0,0.0,1.0,0.0,0,0.0
51,""":::fuck you animal! remember this shit yourself, who do you think you are coming here with warnings and talking about """"being a dick""""   

""",1.0,0.0,1.0,0.0,1.0,0.0,0,0.0
52,This Pink Tulip: Let me tell you somethin:  Terri Schiavo talk page ain't gonna have too many more Archives piling up her area 'cause she is ded and 'cause good ol' Pink Tulip is getting everyone to get it all out of their systems and then gettin' 'em to SHUT UP and to get back to work of documenting WHAT HAPPENED 'n lettin' it go at that.  We are pounding this with a sledge hammer to pulverize and masticate or organize the information until we are all sick in the stomach about it and that job is DONE!  You should try that too BEFORE you go pilin' up too many more Archives of silly-assed cussin' 'n hurt feelins and who-knows-what-else.  Let me direct your attention to the recently increased size of Category:Terri Schiavo .  That did not happen by accident.,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0
53,listen dumbass i did`nt do any anything to the pelycosaur page so fuck you you cunt-gluzing asswipe,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0
54,"Bernadotte engraving source 

Hi Leifern,
Wondering if you could provide the source, book or otherwise, for the Bernadotte engraving you posted on Wiki?
Fine regards,
John",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
55,"hello 

You son a bitch cock licker stop reverting my stuff you fucking ASSHOLE!!!!!!!!!!!!!!!!",1.0,0.0,1.0,0.0,1.0,0.0,0,0.0
56,HOW DARE THEY SIT UNDER THE WHITE MAN'S TREE. THEM FUCKIN NIGGERS HAVE TO LEARN THEIR PLACE!,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0
57,"""

A matter of fact

In 1987 The New Yorker magazine published an article written by Alec Wilkinson concerning one Jean-Pierre Ady Fenyo, a 23 years of age individual who would sit out in Greenwich Village and offer passersby Free Advice. In 1991 the first media reports about the three Free Advice Ladies began to appear. Why? Because, unbeknownst to the general public, Amy Alkon and her two colleagues Minnick and Johnson, had read the article in The New Yorker and figured they could make it appear to be their own original idea. Nothing could be further from the truth. The evidence exists at The Official Free Advice Man Web-site.When the original Free Advice Man went back up to New York from Baltimore, where he was residing at the time, and confronted the three intellectual thieves, he asked them, without first divulging his own respective identity, where they had come up with the idea. Because they were not under the spotlight of a major mass media outlet they divulged the truth: """"...we read this article in The New Yorker and thought that this would be fun to do..."""". Nowhere, not on Oprah, not on CNN, or anywhere else, did these three persons inform the public that they were making their fame at the expense of someone else's idea.  """,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
58,"A place for knowledge 

You recently placed a tag on the King Hadrada page, stating that it was a hoax. Well, King Hadrada was a real person, and the other edit, I didn't create. I am going to learn about Hadrada and try again and I hope to get some help from you administrators.",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
59,http://www.thirdworldtraveler.com/Blum/Greece_KH.html - America is pure evil,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0
60,"Based on Ulster County's January 2011 CDP map, I think the City-Data Google Map is accurate, and Joppenberg is definitely within those bounds.",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
61,"Tool Box
Fuck you piece of shit. You think your in control, fucking faggot? You think you can harass me and get away with it? Fucking shitface, I'll beat your fucking ass if you mess with me again. And yes this is my new name. Sincerely.",1.0,0.0,0.0,0.0,1.0,0.0,0,0.0
62,"""
I declined the request for unprotection.  I don't see any evidence that Apple plans on calling this new product the """"iPad 4"""".  The current redirect should remain as-is, in my opinion.  | prattle _ """,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
63,"""

 Need Assistance Regarding Photo Upload 
 I was given a photo of Toby Meltzer, MD by a colleague with permission to make it public domain. I uploaded it, but it has been deleted without comment as follows:  
 """"2006-09-22T15:23:55 Jeffrey O. Gustafson (Talk | contribs) deleted """"Image:Tobymeltzer.jpg"""" (I3)""""
 Can anyone provide information, assistance, suggestions, about what to do differently so that it doesn't get deleted? What is the proper procedure in this situation? How do I upload it and designate it public domain?
  """,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
64,"""

 Guessing you've heard it.... 

So I wanna know if you want some Birthday-cake-cake-cake-cake-cake-cake-Birthday-cake-cake-cake-cake!? Because Imma make you my bitch tonight ;) Hehe (in all honesty, that song is beyond ridik)  • Talk2Me  """,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0
65,"hello. i know where you live. i know what you did last summer. i'm coming to get you. yes, you. you better watch your back. you'll never know when i'm coming, but i'm coming. when you least expect it.",0.0,1.0,0.0,0.0,0.0,0.0,0,0.0
66,Your edits to 1970-71 NHL Season,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
67,"Please note 

my recent comments (with very recent edits) in Wikipedia:Categories for discussion/Log/2015 February 21#Category:Metropolitans of Kiev and all Rus'.",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
68,"KOSOVA Article
You are nobody, therefore don't try to act all ape shit.  Frankly we're all getting sick of your povness and edits.  If you wanna troll these parts of WP then I can play tit for tat.  Buh Bye little boy. )",0.0,0.0,0.0,0.0,1.0,0.0,0,0.0
69,"Thanks for the prompt reply.  The block by Tan was unwarranted.  First, he was not a party to the discussions.  Second, the block and refernce to harrassement and vandalism are also embarrasing - my sign on is my real name.  Lastly, I am new to all this.  If the moderator Kuru had initially stated he was a moderator when he deleted my entry this would probably be different.  He didn't and I took him as just another person.  My approach, like my personality, was intense but not abusive or harrassement. Thank you. Dale Menendez",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
70,"being initially search for.

and a parting note: GO FUCK YOURSELF",1.0,0.0,1.0,0.0,1.0,0.0,0,0.0
71,"""

 Charizard problems 

I was only saying that you weren't exactly taking in both sides of the argument, you weren't trying to the point from our point of view, which we were for you. Are you planning to block me over something like that?  Daytrippers """,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
72,"""
With all the respect no one shouldn't forbid you to edit articles that you want. But when it comes to that edit, I am afraid that Calvin was right. When you add information, every info should be sourced. Plus I have also previously told you that with stuff like live performances or notes/synopsis you should not include great details or stuff that is not in the source. For further information see Wikipedia:Sourcing. You will learn, I am always open to help you. —  (talk) """,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
73,"I can call people whatever I like idiot. This is my life, I do what I want !",0.0,0.0,1.0,0.0,1.0,0.0,0,0.0
74,"FUCK USER JUJUBE!FUCK WIKIPEDIA!DESTROY USER JUJUBE!DESTROY WIKIPEDIA!DEATH TO USER JUJUBE!
FUCK USER JUJUBE!FUCK WIKIPEDIA!DESTROY USER JUJUBE!DESTROY WIKIPEDIA!DEATH TO USER JUJUBE!
FUCK USER JUJUBE!FUCK WIKIPEDIA!DESTROY USER JUJUBE!DESTROY WIKIPEDIA!DEATH TO USER JUJUBE!
FUCK USER JUJUBE!FUCK WIKIPEDIA!DESTROY USER JUJUBE!DESTROY WIKIPEDIA!DEATH TO USER JUJUBE!",1.0,1.0,1.0,0.0,1.0,0.0,0,0.0
75,You say I am adding nonsense?! Fuck you!,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0
76,"Also what about the word chink on your userpage? Whereas negro may be considered offensive by some, although I've never heard of it being used in offensive context. And negro is used often in non-offensive contexts like in Martin Luther King, Jr.'s speeches, the names of various black organizations   , etc... I believe chink is pretty much always considered offensive. Why do you have it on your userpage?

You are obviously a troll.",0.0,0.0,0.0,0.0,1.0,0.0,0,0.0
77,"Illegal NPOV behavior by Rich Farmbrough (SmackBot) ==

Rich Farmbrough acting as SmackBot has disputed the neutrality of the article but has not provided an explanation as required by the rules . As a result the initiation of this NPOV is not proper and has commenced on an illegal footing.
(User:Thegone) 1:15, 10 February 2008 (UTC)

==",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
78,"fuck u gwernol, are u even from sefton",1.0,0.0,1.0,0.0,1.0,0.0,0,0.0
79,"""
Well dont fret about it, it is not in the article. And it is not incorrect as I have a reliable source which states the same. Talk """,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
80,"Three days after I had notified all editors, DreamGuy falsely calls me a liar on his talk page Here. This clearly required a response. It was clearly DreamGuy's intent to harass me and to provoke my reply.",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
81,"Samuell, if you do not want to be the one dead, better proceed as requested. Either that or we'll keep beating!",0.0,1.0,0.0,0.0,1.0,0.0,0,0.0
82,"Yeah, and what about the question I just put to you? I used my R to inform YM of his breaking of the 3R rule. So you have now blocked him for 1 month?",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
83,"sure, i will keep a watch on all tamil, tamils related articles. natkeeran brought this issue to the attention of users in tamil wikipedia and also alerted arvind, sundar - the original main contributors of the article. Thats how we all landed here suddenly )",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
84,"cristibur,
Ok i understand that you don't want ot believe me that Tarom has destinations at Montreal, it's okay. I want just ot tell you that the destinations is not me who invented. I took them from the Tarom's official website, at site's map, in update timetable. I also to tell to check on admtl.com and to look at airlines serving Dorval and Mirabel.If you don't want anymore to answer here, no problem, me to I'll not post anymore.I'm sorry that we quarreled. 
ArthurNorbert",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
85,http://twitter.com/phoenixreporter - HACK THIS FUCKER'S ACCOUNT AND ALSO FIND AND KILL User:Zhanzhao !!! FUCK HIS FAMILY AND HIS GIRLFRIEND!!! WAHAHAHA,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0
86,"I'm the bigot? you are a pathetic racist Afrocentrist who is intentionally lying about history to make up for the complete objective lack of black achievement in comparison to other races.

No one else feels the need to lie and manipulate history like Afrocentrists. 

69.158.28.97",0.0,0.0,1.0,1.0,1.0,0.0,0,0.0
87,"Interview with Todd Howard 

Some new info about some of the features in Skyrim in an interview with Todd Howard:

http://pc.ign.com/articles/115/1158651p1.html

He talks about a few things, such as traveling by horse carriages, and dragons that respawn.Beware the joke questions near the bottom.",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
88,", and also because of the way you are continually erasing more and more stuff from your version including concerns that NASA themselves raise in their reviews of MSR.",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
89,".... 

you know you done fucked up, right?",1.0,0.0,0.0,0.0,1.0,0.0,0,0.0
90,"It wouldn't do any harm to report the incident on the talk page of the arbitration case, Wikipedia talk:Requests for arbitration/Warren Kinsella, if only because it keeps records related to this editor together.  The log of blocks and bans is specifically for enforcement of the remedies in the case, so blocks made before the case is formally closed probably don't belong there. Tony Sidaway",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
91,"Thanks 

Hi, I saw your additions to the Maronite Church article. The overview section is very helpful but it would be even better if you cited your sources to avoid editors from contesting the passages. I hope you don't think of me as snooty but I'm having rather an unpleasant experience with POV motivated editors who make editing here a miserable experience and the only way to make things more transparent is to reference every passage. Kind regards.  (talkallam)",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
92,"""to the list of accounting software but someone else removed it so I went to add it again.  The reason they gave for removing it was that it was """"advertising"""" but this is incorrect""",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
93,They're not. They're idiots and they won't understand anyway. And they're too intellectually feeble to care. Where are the articles for the true technical crowd? Or is it your ambition to dumb the whole planet down?,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0
94,"""::: I would add that Wikipedia guidelines are guidelines, they're not carved in stone. I agree, notability among English """"Westernized"""" nations is not a legitimate requirement since certainly the populations involved in micronations find the phenomena notable.   
""",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
95,The reason I added that map was because it was a simplified map of the Holy Roman Empire with the borders within the Holy Roman Empire and the borders of the other countries in Europe in 1789.,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
96,"i lost my password, how do i set a new one?",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
97,"""

 Citation for the upcoming album 

I provided a citation in which Sharon (not Andrea!) Corr stated that The Corrs """"may do something next year"""". That means she doesn't make use of the word """"album"""". However, in another and even more recent source written in French (http://www.gameblog.fr/blogs/igblog/p_20201_the-corrs-nouvel-album-en-2011) Jim Corr confirmed, that the band will start to compose for their new album soon - at least this is what the Google translation tells me, because I can not read French. Maybe someone can verify this and put it into the article? -   """,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
98,LICK YOUR OWN BALLS WHILE SUCKING YOUR ARSE,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0
99,"HELLO GREATEST TEACHER! 

Dear my favorite teacher,

You are my favorite teacher User:Pascal.Tesson. You truly amaze me how you can give me such horrible grades. You are the best motherfucker in the entire world. I hope you will eat my shit every time you see me in the front row of your class. You are a great bitch!!",1.0,0.0,1.0,0.0,1.0,0.0,0,0.0
100,"Talk:History of the Scottish National Party#Claims of Spying 

Hi, re this sentence:If someone believes that this is an NPOV claim - didn't you mean If someone believes that this is not an NPOV claim?",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
101,", 12 August 2012 (UTC)

Nickelodeon Workers, you are conniving, GREEDY-ASS shitcans that don't give a damned fuck about ANYTHING MORE THAN MONEY, FAME, AND FORTUNE. WHAT IN THE WORLD ARE YOU DICKBEATERS TRYING TO DO?!?!?!?! WIN YOURSELVES A BUNCH OF HOT GIRLS!!!!! GET SOME DAMNED LIVES YOU FUCKING TURDS!!!!!!!!!!! 71.64.6.46  01:27",0.0,0.0,0.0,0.0,1.0,0.0,0,0.0
102,"Kubigula DID delete my work which start it  
Hello I am really angry with Kubigula because 
she did delete my work NO REASON At ALL  
IT NOT FAIR   
IM not vandalize pages 
From Aiden2009",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
103,That was not within the realms of acceptable behaviour.,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
104,Will Rengel ever give up? What an idiot.,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0
